Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Profit Margin,Discount Effectiveness,Sales per Unit,Year,Month,Discount Level,Discount Effectiveness Level
1999,EMEA-2020-131905,2020-02-07,20200207,Trevor Rutherford,Spain,Valencia,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,Site Analytics,CU9QPSQ0A9,161.61,1.0,0.0,42.0186,0.25999999999999995,0.0,161.61,2020,2,Low,Low
2000,EMEA-2020-131905,2020-02-07,20200207,Trevor Rutherford,Spain,Valencia,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,Site Analytics,XIKHXBBE49,144.95,5.0,0.0,42.0355,0.29000000000000004,0.0,28.99,2020,2,Low,Low
2001,AMER-2023-166128,2023-04-12,20230412,Caroline Gibson,United States,Newark,AMER,NAMER,Allianz,1080,Finance,SMB,Data Smasher,D3DI5XQB72,199.95,5.0,0.0,21.9945,0.11,0.0,39.989999999999995,2023,4,Low,Low
2002,AMER-2023-166128,2023-04-12,20230412,Caroline Gibson,United States,Newark,AMER,NAMER,Allianz,1080,Finance,SMB,ChatBot Plugin,2V3OZSLA62,41.86,7.0,0.0,14.2324,0.34,0.0,5.9799999999999995,2023,4,Low,Low
2003,EMEA-2023-163510,2023-12-26,20231226,Joan Ball,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,Marketing Suite - Gold,OM7TQLSDIA,95.94,3.0,0.0,9.594,0.09999999999999999,0.0,31.98,2023,12,Low,Low
2004,EMEA-2023-163510,2023-12-26,20231226,Joan Ball,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,FinanceHub,Z0TAVAKG7A,304.45,5.0,0.0,70.816875,0.23260592872392838,0.0,60.89,2023,12,Low,Low
2005,APJ-2023-143028,2023-04-12,20230412,Angela Churchill,Japan,Osaka,APJ,JAPN,Valero Energy,1093,Energy,Enterprise,ContactMatcher,2TZARD9905,11.364,3.0,0.5,-17.046,-1.4999999999999998,-34.092,3.7880000000000003,2023,4,High,Low
2006,EMEA-2020-111150,2020-12-31,20201231,Connor McDonald,Poland,Warsaw,EMEA,EU-WEST,Chevron,1017,Energy,Strategic,ChatBot Plugin,LELA61X90C,29.68,7.0,0.0,11.5752,0.39,0.0,4.24,2020,12,Low,Low
2007,EMEA-2020-111150,2020-12-31,20201231,Connor McDonald,Poland,Warsaw,EMEA,EU-WEST,Chevron,1017,Energy,Strategic,Data Smasher,MW9SZXAMYI,47.53,7.0,0.0,16.1602,0.33999999999999997,0.0,6.79,2020,12,Low,Low
2008,APJ-2023-165386,2023-08-04,20230804,Emily Campbell,Australia,Sydney,APJ,ANZ,Allianz,1080,Finance,SMB,Marketing Suite,IM3CPTFE4T,183.372,2.0,0.3,-36.6744,-0.19999999999999998,-122.248,91.686,2023,8,High,Low
2009,EMEA-2020-116407,2020-11-15,20201115,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,6EYJS6HLCZ,4.224,3.0,0.2,0.4752,0.1125,2.376,1.4080000000000001,2020,11,Low,High
2010,EMEA-2020-116407,2020-11-15,20201115,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,OneView,MHSRVF7WW4,333.056,2.0,0.2,29.1424,0.0875,145.712,166.528,2020,11,Low,High
2011,EMEA-2020-116407,2020-11-15,20201115,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,Support,DM1P0CNV3J,24.896,4.0,0.2,7.78,0.3125,38.9,6.224,2020,11,Low,High
2012,APJ-2021-155761,2021-12-11,20211211,Bella Morgan,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,Data Smasher,MZY2OYRFEU,159.984,2.0,0.2,35.9964,0.225,179.982,79.992,2021,12,Low,High
2013,APJ-2021-155761,2021-12-11,20211211,Bella Morgan,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite - Gold,GQEFAKBGB6,46.344,3.0,0.2,4.6344,0.1,23.172,15.448,2021,12,Low,High
2014,EMEA-2022-145905,2022-09-19,20220919,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,FinanceHub,SEMWHLYCJD,350.98,1.0,0.0,70.816875,0.201768975440196,0.0,350.98,2022,9,Low,Low
2015,EMEA-2022-145905,2022-09-19,20220919,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,Support,X9D71MKFD3,13.08,2.0,0.0,6.0168,0.45999999999999996,0.0,6.54,2022,9,Low,Low
2016,EMEA-2022-145905,2022-09-19,20220919,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,Marketing Suite - Gold,1H98JNUJQ5,498.93,4.0,0.0,70.816875,0.14193749624195778,0.0,124.7325,2022,9,Low,Low
2017,AMER-2021-113110,2021-03-19,20210319,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,ContactMatcher,PRGMS3LWF9,17.568,2.0,0.2,6.3684,0.3625,31.842,8.784,2021,3,Low,High
2018,AMER-2021-113110,2021-03-19,20210319,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,FinanceHub,E7EWXSXD4J,14.62,2.0,0.0,6.8714,0.47000000000000003,0.0,7.31,2021,3,Low,Low
2019,AMER-2021-113110,2021-03-19,20210319,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,Support,IBM0YECEXX,33.36,4.0,0.0,8.6736,0.26,0.0,8.34,2021,3,Low,Low
2020,AMER-2021-113110,2021-03-19,20210319,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,Support,NRAIT53A2T,40.14,6.0,0.0,19.6686,0.49000000000000005,0.0,6.69,2021,3,Low,Low
2021,EMEA-2022-168354,2022-09-20,20220920,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,Marketing Suite - Gold,ZWPVFWDTJL,498.93,9.0,0.0,70.816875,0.14193749624195778,0.0,55.43666666666667,2022,9,Low,Low
2022,EMEA-2022-168354,2022-09-20,20220920,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,Support,232VJJCDAO,17.04,3.0,0.0,7.668,0.45,0.0,5.68,2022,9,Low,Low
2023,EMEA-2022-168354,2022-09-20,20220920,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,ContactMatcher,NM3WSWY8AM,49.53,3.0,0.0,23.7744,0.48,0.0,16.51,2022,9,Low,Low
2024,EMEA-2022-168354,2022-09-20,20220920,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,FinanceHub,SH0Q98OHK7,498.93,4.0,0.0,70.816875,0.14193749624195778,0.0,124.7325,2022,9,Low,Low
2025,AMER-2023-111241,2023-08-21,20230821,Jonathan Brown,United States,Philadelphia,AMER,NAMER,Oracle,1072,Tech,SMB,ContactMatcher,S28VSZZ1QX,239.12,5.0,0.2,70.816875,0.29615621863499497,354.08437499999997,47.824,2023,8,Low,High
2026,AMER-2021-114237,2021-03-13,20210313,Theresa Henderson,Canada,Toronto,AMER,NAMER,Safeway,1079,Retail,SMB,Marketing Suite,H852NX0WZI,141.96,2.0,0.0,39.7488,0.28,0.0,70.98,2021,3,Low,Low
2027,AMER-2022-113516,2022-09-09,20220909,Madeleine Smith,United States,Roswell,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,ContactMatcher,J08GSQC6WG,33.024,2.0,0.2,11.5584,0.35000000000000003,57.792,16.512,2022,9,Low,High
2028,AMER-2022-113516,2022-09-09,20220909,Madeleine Smith,United States,Roswell,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,ContactMatcher,G90SGKMJ4J,67.136,4.0,0.2,23.4976,0.35,117.48799999999999,16.784,2022,9,Low,High
2029,APJ-2021-117961,2021-11-26,20211126,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,ContactMatcher,VDFEJZKBLE,14.73,3.0,0.0,6.9231,0.47,0.0,4.91,2021,11,Low,Low
2030,APJ-2021-117961,2021-11-26,20211126,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,Marketing Suite - Gold,ZT9JTD7O30,104.9,5.0,0.0,25.176,0.23999999999999996,0.0,20.98,2021,11,Low,Low
2031,APJ-2021-117961,2021-11-26,20211126,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,ContactMatcher,RW6RLL9QNY,61.04,4.0,0.0,30.52,0.5,0.0,15.26,2021,11,Low,Low
2032,APJ-2021-117961,2021-11-26,20211126,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,Support,6IP2F690DE,10.95,3.0,0.0,5.1465,0.47,0.0,3.65,2021,11,Low,Low
2033,APJ-2022-128923,2022-12-10,20221210,Robert McGrath,Japan,Saitama,APJ,JAPN,Walgreens,1095,Retail,Strategic,Support,I0QJ90CT3W,9.392,2.0,0.2,3.2872,0.35000000000000003,16.436,4.696,2022,12,Low,High
2034,APJ-2022-128923,2022-12-10,20221210,Robert McGrath,Japan,Saitama,APJ,JAPN,Walgreens,1095,Retail,Strategic,ChatBot Plugin,NJGE1V9BJH,9.328,1.0,0.2,0.8162,0.08750000000000001,4.0809999999999995,9.328,2022,12,Low,High
2035,EMEA-2023-162481,2023-09-26,20230926,Owen Ellison,Luxembourg,Luxembourg,EMEA,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,L4DRGPHIEC,8.26,2.0,0.0,3.8822,0.47000000000000003,0.0,4.13,2023,9,Low,Low
2036,EMEA-2023-162481,2023-09-26,20230926,Owen Ellison,Luxembourg,Luxembourg,EMEA,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,FinanceHub,2RBQF689GY,269.97,3.0,0.0,51.2943,0.18999999999999997,0.0,89.99000000000001,2023,9,Low,Low
2037,EMEA-2021-119214,2021-01-23,20210123,Una Knox,Netherlands,The Hague,EMEA,EU-WEST,Pemex,1058,Energy,Enterprise,Support,4WTP1ECRBG,29.04,3.0,0.0,13.9392,0.48,0.0,9.68,2021,1,Low,Low
2038,EMEA-2021-119214,2021-01-23,20210123,Una Knox,Netherlands,The Hague,EMEA,EU-WEST,Pemex,1058,Energy,Enterprise,FinanceHub,OQB3HAGIUJ,14.62,2.0,0.0,6.8714,0.47000000000000003,0.0,7.31,2021,1,Low,Low
2039,AMER-2021-122287,2021-06-18,20210618,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,Support,DQSXJNYB4M,11.952,3.0,0.2,4.3326,0.36250000000000004,21.663,3.984,2021,6,Low,High
2040,AMER-2021-122287,2021-06-18,20210618,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,GTLMFPIFUE,4.536,7.0,0.5,-3.3264,-0.7333333333333334,-6.6528,0.6479999999999999,2021,6,High,Low
2041,AMER-2021-122287,2021-06-18,20210618,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,HW7NNR60T4,9.156,2.0,0.5,-6.104,-0.6666666666666666,-12.208,4.578,2021,6,High,Low
2042,AMER-2021-122287,2021-06-18,20210618,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,SaaS Connector Pack,1H171HA5UY,75.36,5.0,0.2,20.724,0.275,103.61999999999999,15.072,2021,6,Low,High
2043,AMER-2021-104493,2021-10-02,20211002,Hannah Sanderson,United States,Seattle,AMER,NAMER,Verizon Communications,1094,Communications,Strategic,ContactMatcher,V05OQDIR69,57.504,6.0,0.2,20.1264,0.35000000000000003,100.63199999999999,9.584,2021,10,Low,High
2044,AMER-2023-158946,2023-11-19,20231119,Andrew Lewis,Mexico,Puerto Vallarta,AMER,LATAM,PepsiCo,1073,Consumer Products,Strategic,ChatBot Plugin,OX5F4G29ZT,38.864,7.0,0.2,7.7728,0.2,38.864,5.552,2023,11,Low,High
2045,APJ-2020-129168,2020-08-17,20200817,Melanie Sharp,Japan,Tokyo,APJ,JAPN,Carrefour,1048,Retail,Strategic,Support,CO6NQE1ANR,15.552,3.0,0.2,5.4432,0.35000000000000003,27.215999999999998,5.184,2020,8,Low,High
2046,AMER-2022-131835,2022-07-18,20220718,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,OneView,XL7241T9PU,162.64,2.0,0.0,45.5392,0.28,0.0,81.32,2022,7,Low,Low
2047,AMER-2022-131835,2022-07-18,20220718,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,Site Analytics,S59UPCR2TY,498.93,3.0,0.0,70.816875,0.14193749624195778,0.0,166.31,2022,7,Low,Low
2048,AMER-2022-131835,2022-07-18,20220718,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,Support,DD2F7QL2EU,55.48,1.0,0.0,26.6304,0.48000000000000004,0.0,55.48,2022,7,Low,Low
2049,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,SaaS Connector Pack,DTS6KL1WB4,289.8,7.0,0.2,36.225,0.125,181.125,41.4,2021,7,Low,High
2050,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ContactMatcher,YTK786TBVV,2.502,3.0,0.5,-2.0016,-0.8,-4.0032,0.834,2021,7,High,Low
2051,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ContactMatcher,QRPU9MHNSC,6.48,4.0,0.5,-4.752,-0.7333333333333333,-9.504,1.62,2021,7,High,Low
2052,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,FinanceHub,75N50AY8GH,341.488,8.0,0.3,-39.724125,-0.1163265619875369,-132.41375000000002,42.686,2021,7,High,Low
2053,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,LZ9EN8PHK3,11.12,5.0,0.2,0.834,0.075,4.17,2.2239999999999998,2021,7,Low,High
2054,EMEA-2021-142237,2021-07-11,20210711,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,SaaS Connector Pack,N239131U2P,25.344,6.0,0.2,3.4848,0.13749999999999998,17.424,4.224,2021,7,Low,High
2055,APJ-2022-136434,2022-12-02,20221202,Rose James,India,Mumbai,APJ,IND,Engie,1062,Energy,SMB,SaaS Connector Pack,0PT6LBIIZ2,17.31,3.0,0.0,5.193,0.3,0.0,5.77,2022,12,Low,Low
2056,AMER-2023-120376,2023-12-23,20231223,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,G49QNHMXW0,199.95,5.0,0.0,63.984,0.32,0.0,39.989999999999995,2023,12,Low,Low
2057,AMER-2023-120376,2023-12-23,20231223,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,FinanceHub,X3K24QMPX8,498.93,7.0,0.0,70.816875,0.14193749624195778,0.0,71.27571428571429,2023,12,Low,Low
2058,AMER-2023-120376,2023-12-23,20231223,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,UHCVMJ3A0B,84.99,1.0,0.0,30.5964,0.36,0.0,84.99,2023,12,Low,Low
2059,AMER-2023-120376,2023-12-23,20231223,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,ContactMatcher,WYGUV8W94R,411.8,2.0,0.0,70.006,0.16999999999999998,0.0,205.9,2023,12,Low,Low
2060,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Storage,PIS9Y56ZO7,11.34,3.0,0.0,5.2164,0.46,0.0,3.78,2020,10,Low,Low
2061,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Marketing Suite - Gold,JWOIPPZ8H4,80.3,5.0,0.0,20.878,0.26,0.0,16.06,2020,10,Low,Low
2062,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ContactMatcher,IERM840RDI,15.968,2.0,0.2,5.3892,0.33749999999999997,26.945999999999998,7.984,2020,10,Low,High
2063,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Support,K2J5MVCIXU,64.74,9.5,0.0,30.4278,0.4700000000000001,0.0,6.814736842105263,2020,10,Low,Low
2064,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ContactMatcher,YC0MI6COPU,19.296,3.0,0.2,6.03,0.3125,30.15,6.4319999999999995,2020,10,Low,High
2065,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Marketing Suite - Gold,4ME1QFDPO5,405.64,4.0,0.0,12.1692,0.030000000000000002,0.0,101.41,2020,10,Low,Low
2066,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,FinanceHub,SDYP6F0YCF,146.352,3.0,0.2,-9.147,-0.0625,-45.735,48.784,2020,10,Low,Low
2067,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Data Smasher,4O0XV4I9BM,251.91,9.0,0.0,47.8629,0.19,0.0,27.99,2020,10,Low,Low
2068,AMER-2020-106439,2020-10-31,20201031,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ChatBot Plugin,3PWKC34PWR,12.39,3.0,0.0,3.717,0.3,0.0,4.13,2020,10,Low,Low
2069,AMER-2021-133452,2021-04-13,20210413,Pippa Brown,United States,Phoenix,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,Data Smasher,ZS1EUQESLI,199.96,4.0,0.0,69.986,0.35000000000000003,0.0,49.99,2021,4,Low,Low
2070,AMER-2021-133452,2021-04-13,20210413,Pippa Brown,United States,Phoenix,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,ContactMatcher,VL3NT2RB9O,498.93,3.0,0.2,-39.724125,-0.0796186338764957,-198.620625,166.31,2021,4,Low,Low
2071,EMEA-2022-146521,2022-07-22,20220722,Warren Reid,France,Paris,EMEA,EU-WEST,Wells Fargo,1099,Finance,Strategic,ContactMatcher,OC67QS9PYI,1.941,1.0,0.5,-1.294,-0.6666666666666666,-2.588,1.941,2022,7,High,Low
2072,AMER-2023-110996,2023-11-21,20231121,Harry McLean,United States,Lawrence,AMER,NAMER,Allstate,1003,Finance,SMB,FinanceHub,O0JS1E90CP,283.92,5.0,0.2,-39.724125,-0.13991309171597632,-198.620625,56.784000000000006,2023,11,Low,Low
2073,AMER-2022-129693,2022-11-27,20221127,Nicholas Skinner,Canada,Toronto,AMER,NAMER,Coca-Cola,1021,Consumer Products,Strategic,ContactMatcher,CEFPM3ZWG8,7.312,2.0,0.2,2.5592,0.35000000000000003,12.796,3.656,2022,11,Low,High
2074,AMER-2023-122504,2023-11-08,20231108,Audrey Young,United States,Detroit,AMER,NAMER,Kroger,1057,Retail,Enterprise,Data Smasher,FY6LBVHC0V,59.97,3.0,0.0,13.7931,0.23,0.0,19.99,2023,11,Low,Low
2075,AMER-2023-122504,2023-11-08,20231108,Audrey Young,United States,Detroit,AMER,NAMER,Kroger,1057,Retail,Enterprise,Site Analytics,7YFHYAA7WS,498.93,7.0,0.2,66.6351,0.13355600986110275,333.17549999999994,71.27571428571429,2023,11,Low,High
2076,AMER-2020-131051,2020-12-01,20201201,Alexandra Slater,United States,Los Angeles,AMER,NAMER,Trafigura Group,1100,Finance,SMB,SaaS Connector Pack,GYMO0JP99W,58.2,3.0,0.0,28.518,0.49,0.0,19.400000000000002,2020,12,Low,Low
2077,APJ-2023-140676,2023-09-13,20230913,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,Support,05GE2QJPMG,39.9,5.0,0.0,19.95,0.5,0.0,7.9799999999999995,2023,9,Low,Low
2078,APJ-2023-140676,2023-09-13,20230913,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,OneView,8NBI04U0MX,90.86,7.0,0.0,26.3494,0.29,0.0,12.98,2023,9,Low,Low
2079,APJ-2023-140676,2023-09-13,20230913,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,Support,FRMKQANPKJ,94.85,5.0,0.0,45.528,0.48000000000000004,0.0,18.97,2023,9,Low,Low
2080,AMER-2021-120103,2021-12-24,20211224,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,Support,BSK3PRNHVP,106.232,7.0,0.2,37.1812,0.35,185.90599999999998,15.176,2021,12,Low,High
2081,AMER-2021-120103,2021-12-24,20211224,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,Site Analytics,NBNOLGI3ZC,111.984,2.0,0.2,11.1984,0.1,55.992,55.992,2021,12,Low,High
2082,AMER-2021-120103,2021-12-24,20211224,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,SaaS Connector Pack,IKNGUIAIEF,7.712,2.0,0.2,1.7352,0.225,8.676,3.856,2021,12,Low,High
2083,AMER-2023-104647,2023-02-24,20230224,Carolyn Ross,United States,New York City,AMER,NAMER,Airbus,1030,Manufacturing,SMB,Support,VJT5597MYB,37.44,6.0,0.0,16.848,0.45,0.0,6.239999999999999,2023,2,Low,Low
2084,APJ-2020-110352,2020-11-23,20201123,David Graham,Japan,Tokyo,APJ,JAPN,Daimler,1052,Transportation,Enterprise,FinanceHub,U567JL1YNI,23.68,2.0,0.2,8.88,0.37500000000000006,44.4,11.84,2020,11,Low,High
2085,EMEA-2022-140501,2022-06-24,20220624,Adrian Abraham,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,FinanceHub,ZPE3KNBMET,122.12,4.0,0.0,56.1752,0.45999999999999996,0.0,30.53,2022,6,Low,Low
2086,EMEA-2022-140501,2022-06-24,20220624,Adrian Abraham,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,FinanceHub,HY3Q2WOECJ,18.45,5.0,0.0,8.6715,0.47000000000000003,0.0,3.69,2022,6,Low,Low
2087,EMEA-2022-140501,2022-06-24,20220624,Adrian Abraham,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,Marketing Suite - Gold,CAM5ERFJUZ,324.9,5.0,0.0,38.988,0.12000000000000001,0.0,64.97999999999999,2022,6,Low,Low
2088,EMEA-2022-140501,2022-06-24,20220624,Adrian Abraham,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,Support,NPZWOMCLKX,146.73,3.0,0.0,68.9631,0.47000000000000003,0.0,48.91,2022,6,Low,Low
2089,EMEA-2022-140501,2022-06-24,20220624,Adrian Abraham,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,Storage,TGZ4U816J2,3.96,2.0,0.0,1.4652,0.37,0.0,1.98,2022,6,Low,Low
2090,AMER-2021-139290,2021-10-26,20211026,Sam Alsop,United States,Austin,AMER,NAMER,Petrobras,1018,Energy,Strategic,FinanceHub,665EBOE33X,5.76,2.0,0.0,2.6496,0.46,0.0,2.88,2021,10,Low,Low
2091,APJ-2023-166142,2023-07-16,20230716,Dominic Short,Philippines,Manila,APJ,APAC,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,JW3JEQKQ69,26.55,3.0,0.0,13.0095,0.48999999999999994,0.0,8.85,2023,7,Low,Low
2092,APJ-2023-166142,2023-07-16,20230716,Dominic Short,Philippines,Manila,APJ,APAC,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,WHZB9DMAML,310.443,3.0,0.3,-39.724125,-0.12795948048434014,-132.41375000000002,103.481,2023,7,High,Low
2093,EMEA-2020-145926,2020-11-17,20201117,Dylan Ogden,Luxembourg,Luxembourg,EMEA,EU-WEST,HonHai Precision Industry,1033,Tech,Enterprise,FinanceHub,O182K9LDYB,479.9,5.0,0.0,70.816875,0.14756589914565535,0.0,95.97999999999999,2020,11,Low,Low
2094,APJ-2021-149678,2021-04-13,20210413,Hannah Hughes,New Zealand,Auckland,APJ,ANZ,Amazon,1004,Tech,SMB,Support,H2BLU2Q13F,12.88,1.0,0.0,0.3864,0.03,0.0,12.88,2021,4,Low,Low
2095,EMEA-2021-164357,2021-11-25,20211125,Luke Bower,Sweden,Stockholm,EMEA,NOR,Costco Wholesale,1025,Retail,SMB,ChatBot Plugin,LZNYVK68V6,13.12,5.0,0.2,1.476,0.1125,7.38,2.6239999999999997,2021,11,Low,High
2096,EMEA-2022-146570,2022-05-16,20220516,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,Finance,Enterprise,ContactMatcher,BASRDYY9L8,498.93,8.0,0.0,70.816875,0.14193749624195778,0.0,62.36625,2022,5,Low,Low
2097,EMEA-2022-146570,2022-05-16,20220516,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,Finance,Enterprise,ChatBot Plugin,NQKGL1C245,91.96,4.0,0.0,25.7488,0.28,0.0,22.99,2022,5,Low,Low
2098,EMEA-2022-146570,2022-05-16,20220516,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,Finance,Enterprise,ChatBot Plugin,Z3H71YYEG9,8.34,3.0,0.0,2.1684,0.26,0.0,2.78,2022,5,Low,Low
2099,EMEA-2023-124401,2023-09-08,20230908,William Alsop,Belgium,Brussels,EMEA,EU-WEST,Mondelez International,1067,Consumer Products,SMB,Marketing Suite - Gold,AONEI7T5WN,37.68,3.0,0.2,2.355,0.0625,11.774999999999999,12.56,2023,9,Low,High
2100,EMEA-2023-124401,2023-09-08,20230908,William Alsop,Belgium,Brussels,EMEA,EU-WEST,Mondelez International,1067,Consumer Products,SMB,Data Smasher,IJWBN7NQZM,279.944,7.0,0.2,70.816875,0.2529680043151487,354.08437499999997,39.992000000000004,2023,9,Low,High
2101,EMEA-2020-140116,2020-03-10,20200310,Leonard Parsons,Russia,Moscow,EMEA,EU-EAST,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,5BVZ1VE11Y,498.93,3.0,0.2,-15.9102,-0.031888641693223495,-79.55099999999999,166.31,2020,3,Low,Low
